client_id,client_name,region,contract_type,consumption_kwh,billing_date,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage
293,"Thompson, Salinas and Stevens",Norte,Residencial,3615,2024-01-25,1046.57,0.13,469.95,21
294,Martin-Wolf,Este,Comercial,3339,2024-07-13,197.18,0.24,801.36,75
295,Edwards-Thompson,Centro,Residencial,8220,2024-10-07,1530.73,0.12,986.4,23
296,"Sullivan, Hill and Small",Centro,Comercial,2433,2024-03-04,1148.07,0.17,413.61,5
297,Rollins-Campbell,Sur,Comercial,3035,2024-08-27,1149.43,0.24,728.4,21
298,Franco-Bowman,Centro,Residencial,8710,2024-02-29,235.95,0.17,1480.7,80
299,"Maddox, Yoder and Brown",Sur,Residencial,9790,2024-05-27,1966.38,0.22,2153.8,47
300,Moore-Randolph,Centro,Residencial,8206,2024-01-31,486.17,0.15,1230.8999999999999,40
301,Baker-Le,Norte,Residencial,3350,2024-03-08,492.39,0.23,770.5,21
302,"Thomas, Turner and Chan",Norte,Comercial,9514,2024-01-13,136.49,0.13,1236.82,50
303,Hernandez-Haas,Norte,Comercial,8873,2024-04-24,711.63,0.13,1153.49,18
304,Davis-Miller,Este,Comercial,1828,2024-10-18,219.41,0.21,383.88,58
305,Rios and Sons,Centro,Comercial,407,2024-03-10,1698.84,0.16,65.12,76
306,"Miller, Wise and Miranda",Centro,Comercial,9224,2024-02-03,1451.65,0.22,2029.28,97
307,"Fuller, Cunningham and Terrell",Oeste,Comercial,315,2024-06-13,732.91,0.17,53.550000000000004,9
308,Durham Group,Norte,Comercial,7033,2024-10-07,213.54,0.22,1547.26,1
309,Davila-James,Norte,Residencial,4788,2024-09-17,367.37,0.12,574.56,52
310,"Salazar, Hoffman and Gibson",Sur,Comercial,6932,2024-10-22,1471.09,0.17,1178.44,57
311,"Wallace, Mcdonald and Smith",Sur,Comercial,4604,2024-11-08,1620.75,0.1,460.40000000000003,44
312,Gonzalez-Snyder,Norte,Comercial,6732,2024-03-03,477.95,0.17,1144.44,11
313,"Stanton, Daniel and Hopkins",Este,Residencial,7894,2024-06-17,492.34,0.1,789.4000000000001,77
314,"Sawyer, Strickland and Miller",Este,Residencial,844,2024-10-21,1885.51,0.1,84.4,4
315,"Morris, Jackson and Cantu",Norte,Comercial,2903,2024-06-07,1194.09,0.22,638.66,71
316,Walker-Howell,Norte,Residencial,8466,2024-04-28,505.34,0.17,1439.22,9
317,Reynolds-Yang,Oeste,Residencial,1311,2024-10-21,935.91,0.24,314.64,82
318,Greene Inc,Oeste,Comercial,479,2024-07-03,1998.43,0.17,81.43,33
319,Ayala Group,Sur,Comercial,598,2024-07-12,833.59,0.17,101.66000000000001,12
320,David-Cooper,Norte,Comercial,2208,2024-02-01,1258.11,0.19,419.52,78
321,Levy-Gonzalez,Centro,Residencial,3079,2024-02-21,999.94,0.17,523.4300000000001,47
322,Brown LLC,Norte,Residencial,3416,2024-06-16,1616.68,0.18,614.88,65
323,Villanueva and Sons,Oeste,Comercial,8803,2024-10-02,1308.78,0.21,1848.6299999999999,81
324,"Richardson, Lambert and Grant",Sur,Residencial,6476,2024-08-20,312.3,0.2,1295.2,75
325,"Booker, Cox and Dickson",Centro,Comercial,7124,2024-04-27,511.51,0.24,1709.76,24
326,"Oliver, Harvey and Mueller",Sur,Residencial,5059,2024-05-13,1736.95,0.17,860.0300000000001,63
327,Williams Group,Oeste,Comercial,5538,2024-08-09,1584.23,0.1,553.8000000000001,9
328,Poole PLC,Norte,Residencial,8538,2024-04-04,1628.76,0.13,1109.94,76
329,Trujillo-Yang,Este,Comercial,5206,2024-06-05,1019.04,0.2,1041.2,66
330,Miller Inc,Norte,Comercial,7867,2024-05-02,1834.09,0.15,1180.05,17
331,Anderson-Noble,Este,Comercial,9510,2024-09-17,1924.56,0.1,951.0,14
332,Pitts-Griffin,Sur,Residencial,6923,2024-07-22,1979.29,0.16,1107.68,39
333,Schwartz-Velasquez,Sur,Residencial,2584,2024-02-04,925.18,0.14,361.76000000000005,8
334,Sweeney and Sons,Este,Residencial,1769,2024-02-24,164.03,0.23,406.87,78
335,"Gordon, Snyder and Aguilar",Oeste,Comercial,6298,2024-04-02,916.03,0.17,1070.66,98
336,Franklin-Lopez,Sur,Residencial,9264,2024-11-07,799.17,0.15,1389.6,51
337,Flores-Hill,Este,Comercial,1455,2024-02-22,615.47,0.21,305.55,40
338,Gomez-Vang,Centro,Residencial,1195,2024-10-16,540.06,0.1,119.5,39
339,Henderson Ltd,Sur,Residencial,7822,2024-03-11,715.96,0.13,1016.86,83
340,Marquez-Marshall,Sur,Residencial,9437,2024-01-26,1600.24,0.15,1415.55,21
341,Randolph-Goodwin,Centro,Comercial,2484,2024-04-14,1849.05,0.14,347.76000000000005,74
342,Tran-Hart,Sur,Residencial,8381,2024-02-07,585.41,0.17,1424.7700000000002,32
343,"Cameron, Cruz and Thompson",Centro,Residencial,6882,2024-01-01,1436.34,0.14,963.4800000000001,84
344,Gutierrez-Sherman,Sur,Residencial,4489,2024-01-10,368.53,0.23,1032.47,95
345,"Newton, Kirby and Cook",Oeste,Comercial,3891,2024-01-13,1940.92,0.15,583.65,41
346,Stout-Matthews,Norte,Comercial,8754,2024-11-08,1785.99,0.14,1225.5600000000002,65
347,Ward-Rogers,Centro,Residencial,9762,2024-04-22,1994.86,0.15,1464.3,49
348,Terry-Holmes,Norte,Comercial,3032,2024-01-11,444.61,0.19,576.08,92
349,"Gomez, Simpson and Wise",Centro,Comercial,8265,2024-02-05,222.61,0.22,1818.3,76
350,"Ramirez, Malone and Haas",Sur,Residencial,1940,2024-04-01,470.24,0.11,213.4,89
351,"Obrien, Brown and Miller",Norte,Residencial,6953,2024-09-07,810.1,0.2,1390.6000000000001,36
352,Walker-Moore,Este,Residencial,1290,2024-04-16,481.29,0.14,180.60000000000002,14
353,Ward Inc,Centro,Comercial,9464,2024-06-11,561.44,0.13,1230.32,18
354,"Young, Jimenez and Johnson",Norte,Comercial,8582,2024-10-27,1353.51,0.25,2145.5,60
355,Stevenson-Rowe,Este,Comercial,4953,2024-01-19,1172.34,0.22,1089.66,97
356,Bentley Inc,Este,Residencial,3655,2024-08-19,1613.17,0.24,877.1999999999999,43
357,"Ross, Nguyen and Ayers",Este,Residencial,5647,2024-03-01,732.59,0.12,677.64,80
358,Holland PLC,Norte,Comercial,2814,2024-02-26,1437.16,0.23,647.22,2
359,Jackson-Boyd,Este,Comercial,7643,2024-01-13,587.09,0.17,1299.3100000000002,98
360,"Mckee, Keller and Ford",Norte,Comercial,7347,2024-07-03,1450.42,0.15,1102.05,65
361,Espinoza-Jackson,Centro,Residencial,7122,2024-08-10,399.74,0.12,854.64,69
362,"Morgan, Hunt and Lopez",Sur,Comercial,1042,2024-04-13,1531.34,0.17,177.14000000000001,25
363,Ramirez Group,Norte,Residencial,4027,2024-04-07,1182.82,0.16,644.32,90
364,Bates-Gibson,Sur,Comercial,7615,2024-09-18,1804.0,0.17,1294.5500000000002,65
365,Shepherd Group,Sur,Comercial,5639,2024-07-21,1241.19,0.25,1409.75,60
366,Crosby LLC,Centro,Comercial,4424,2024-10-31,463.91,0.23,1017.5200000000001,48
367,Jimenez-Holloway,Este,Residencial,5225,2024-03-04,1930.84,0.12,627.0,20
368,"Gentry, Adams and Thornton",Centro,Comercial,6510,2024-11-08,664.35,0.22,1432.2,71
369,"Collins, Morales and Johnson",Este,Comercial,5913,2024-08-31,477.8,0.16,946.08,32
370,"Schmidt, Williams and Parker",Sur,Residencial,8500,2024-02-21,554.98,0.14,1190.0,28
371,"Smith, Hamilton and Martinez",Este,Residencial,3067,2024-08-12,1181.82,0.13,398.71000000000004,21
372,Burns-King,Oeste,Comercial,5436,2024-03-14,1869.84,0.12,652.3199999999999,31
373,Montes PLC,Sur,Comercial,3519,2024-08-16,96.17,0.17,598.23,64
374,Curtis-Rivera,Sur,Comercial,8719,2024-08-08,1046.12,0.21,1830.99,20
375,"Pacheco, Davis and Bush",Este,Comercial,8862,2024-11-02,133.61,0.2,1772.4,4
376,Williams-Perez,Sur,Residencial,1260,2024-07-07,517.85,0.13,163.8,20
377,Rivera PLC,Centro,Comercial,1894,2024-07-22,1820.91,0.12,227.28,73
378,Meyer Ltd,Este,Comercial,4324,2024-01-30,1889.42,0.14,605.36,7
379,"Freeman, Arroyo and Rodgers",Sur,Residencial,1404,2024-09-17,1150.1,0.12,168.48,42
380,Gentry-Howell,Este,Comercial,274,2024-02-01,189.92,0.14,38.36000000000001,31
381,"Carpenter, Brown and Lawson",Centro,Comercial,8177,2024-06-16,65.09,0.18,1471.86,84
382,Mcfarland-Robbins,Centro,Residencial,526,2024-11-03,1092.37,0.13,68.38,10
383,"Sanchez, Adams and Johnson",Sur,Residencial,3313,2024-09-30,761.78,0.19,629.47,94
384,"Bentley, Carrillo and Berger",Norte,Residencial,9216,2024-04-16,396.9,0.18,1658.8799999999999,49
385,Warren-Mendoza,Centro,Residencial,4336,2024-07-19,1245.5,0.18,780.48,3
386,"Allen, Gonzalez and Pineda",Este,Residencial,5580,2024-08-30,1120.27,0.13,725.4,94
387,"Cortez, Escobar and Sloan",Oeste,Residencial,9911,2024-03-12,1497.29,0.14,1387.5400000000002,81
388,Lee-Dean,Centro,Residencial,3544,2024-01-02,831.68,0.11,389.84,34
389,Klein-Reese,Este,Residencial,3428,2024-08-19,1757.6,0.17,582.76,84
390,"Murray, Santos and Lane",Este,Comercial,3928,2024-08-05,1055.73,0.18,707.04,32
391,Cannon Group,Oeste,Comercial,2473,2024-01-22,76.4,0.19,469.87,87
392,"Fletcher, Jackson and Armstrong",Norte,Residencial,2874,2024-08-16,257.53,0.22,632.28,77
393,Norris-Foster,Centro,Residencial,535,2024-06-05,821.26,0.23,123.05000000000001,62
394,"Eaton, Sutton and Nguyen",Norte,Comercial,2647,2024-05-20,498.21,0.15,397.05,96
395,Gonzalez-Tanner,Sur,Comercial,266,2024-10-21,1343.09,0.16,42.56,24
396,Clark Ltd,Este,Comercial,1998,2024-03-14,1545.04,0.24,479.52,31
397,Jones-Chung,Norte,Comercial,3887,2024-10-29,491.24,0.2,777.4000000000001,13
398,Franklin LLC,Oeste,Comercial,6803,2024-06-20,910.01,0.21,1428.6299999999999,93
399,Fischer-Wilson,Centro,Comercial,3877,2024-02-20,839.79,0.15,581.55,17
400,Cox PLC,Oeste,Residencial,9948,2024-04-12,1613.84,0.2,1989.6000000000001,35
401,"Gillespie, Simpson and Hawkins",Este,Comercial,8366,2024-06-04,213.44,0.2,1673.2,26
402,Kim and Sons,Sur,Comercial,280,2024-04-03,499.3,0.19,53.2,79
403,Lang Group,Centro,Comercial,1787,2024-02-26,90.6,0.25,446.75,90
404,Moss Ltd,Este,Residencial,1221,2024-02-02,445.98,0.24,293.03999999999996,32
405,"Scott, Reynolds and Perez",Centro,Residencial,3040,2024-09-19,1401.59,0.23,699.2,21
406,"Fitzpatrick, Carey and House",Norte,Residencial,2844,2024-09-13,783.19,0.22,625.68,67
407,"Long, Whitehead and Jackson",Centro,Residencial,1305,2024-05-28,788.74,0.23,300.15000000000003,80
408,Alexander-Beasley,Sur,Residencial,4772,2024-02-07,855.2,0.23,1097.56,39
409,Moore Inc,Sur,Residencial,3630,2024-04-21,528.08,0.17,617.1,35
410,Nguyen PLC,Oeste,Residencial,7295,2024-01-02,1691.59,0.25,1823.75,95
411,Olson-Friedman,Sur,Residencial,9082,2024-05-07,762.4,0.13,1180.66,97
412,"Marshall, Jackson and Lewis",Norte,Residencial,4870,2024-04-01,1247.11,0.2,974.0,67
413,Mann-Thompson,Este,Residencial,8117,2024-05-04,401.42,0.22,1785.74,54
414,"Mitchell, Taylor and Flynn",Oeste,Residencial,1477,2024-10-07,1642.62,0.22,324.94,69
415,Warren and Sons,Este,Residencial,6086,2024-06-16,1568.58,0.24,1460.6399999999999,63
416,"Jones, Lozano and Ibarra",Norte,Residencial,889,2024-06-17,1467.58,0.1,88.9,47
417,Rose Group,Centro,Residencial,2173,2024-07-22,766.69,0.19,412.87,17
418,Smith LLC,Este,Comercial,7783,2024-07-23,159.83,0.25,1945.75,87
419,Boyer Ltd,Norte,Comercial,9263,2024-01-17,259.3,0.18,1667.34,52
420,"Lane, Mendoza and Hernandez",Norte,Comercial,8970,2024-07-28,926.57,0.17,1524.9,87
421,Marks Ltd,Centro,Residencial,5956,2024-01-15,1846.82,0.2,1191.2,57
422,Cunningham-Gibson,Sur,Comercial,8650,2024-10-29,553.83,0.2,1730.0,4
423,Sullivan LLC,Norte,Residencial,1314,2024-03-26,128.23,0.21,275.94,2
424,Wallace and Sons,Centro,Comercial,1721,2024-10-25,1120.28,0.18,309.78,42
425,"Arroyo, Barnes and Carter",Este,Comercial,4499,2024-10-27,820.3,0.2,899.8000000000001,27
426,"Garner, Reid and Gibson",Este,Comercial,6277,2024-09-16,921.69,0.24,1506.48,42
427,Knight Ltd,Norte,Residencial,8204,2024-04-05,1879.78,0.19,1558.76,12
428,Reed-Johnson,Centro,Residencial,2308,2024-03-25,541.99,0.23,530.84,66
429,Duncan-Gonzales,Este,Comercial,9337,2024-02-11,1156.43,0.25,2334.25,47
430,Bean PLC,Sur,Comercial,4110,2024-10-11,951.05,0.21,863.1,78
431,Black and Sons,Norte,Comercial,1092,2024-06-24,1887.77,0.22,240.24,40
432,Delgado Inc,Norte,Comercial,2476,2024-01-13,466.16,0.18,445.68,76
433,"Wolf, Brown and Lowe",Sur,Comercial,7274,2024-08-30,1047.91,0.21,1527.54,88
434,Peterson Inc,Centro,Residencial,2576,2024-10-30,1326.02,0.12,309.12,1
435,Moody-Fisher,Norte,Comercial,1318,2024-03-02,739.59,0.16,210.88,20
436,Moore and Sons,Sur,Comercial,6679,2024-01-12,1761.14,0.11,734.69,18
437,Aguilar-Hansen,Este,Comercial,7468,2024-03-24,1296.81,0.17,1269.5600000000002,5
438,Fernandez PLC,Este,Residencial,5499,2024-10-25,350.82,0.19,1044.81,7
439,"Winters, Harper and Booth",Este,Residencial,5562,2024-09-02,177.54,0.16,889.9200000000001,54
440,Robinson Group,Oeste,Residencial,5271,2024-09-09,110.21,0.24,1265.04,91
441,Horn Inc,Este,Residencial,6257,2024-05-15,304.66,0.13,813.4100000000001,62
442,Williams Ltd,Centro,Comercial,7853,2024-03-01,558.22,0.24,1884.72,78
443,Mccoy-Morgan,Norte,Comercial,1053,2024-07-12,1062.22,0.24,252.72,13
444,Wong PLC,Norte,Comercial,5363,2024-07-12,1290.09,0.2,1072.6000000000001,69
445,Horne and Sons,Centro,Comercial,823,2024-05-25,1383.18,0.16,131.68,11
446,"Thomas, Barnett and Holmes",Centro,Residencial,2621,2024-04-14,1539.48,0.1,262.1,70
447,"Heath, Matthews and Pacheco",Este,Comercial,1924,2024-04-08,256.61,0.19,365.56,93
448,"Moore, Anderson and Harper",Este,Residencial,4819,2024-09-08,797.29,0.17,819.23,42
449,"Byrd, Gonzalez and Evans",Oeste,Comercial,7423,2024-10-02,1802.39,0.13,964.99,7
450,Fox Ltd,Este,Residencial,4813,2024-07-27,735.24,0.11,529.43,12
451,Espinoza LLC,Sur,Comercial,519,2024-07-08,687.75,0.24,124.56,81
452,Moore-Sexton,Este,Residencial,9044,2024-04-16,713.05,0.17,1537.48,57
453,Yates Group,Este,Comercial,9036,2024-05-02,321.97,0.11,993.96,45
454,Walton Group,Oeste,Residencial,9107,2024-05-24,1578.87,0.13,1183.91,2
455,Long and Sons,Sur,Residencial,3991,2024-11-02,1894.02,0.25,997.75,30
456,"Dennis, Patel and Johnson",Oeste,Comercial,3567,2024-01-04,462.89,0.23,820.4100000000001,27
457,Wilson and Sons,Oeste,Residencial,4534,2024-07-22,1973.58,0.11,498.74,28
458,Dawson Ltd,Este,Comercial,1009,2024-06-11,783.83,0.19,191.71,28
459,Roberson-Flores,Norte,Comercial,7622,2024-07-03,1963.61,0.15,1143.3,61
460,Rodriguez-Mendez,Este,Comercial,6605,2024-08-08,601.36,0.13,858.65,34
461,"Khan, Ruiz and Lamb",Este,Comercial,4831,2024-11-04,1463.54,0.23,1111.13,12
462,"Powers, Blevins and Harris",Norte,Comercial,1252,2024-10-18,511.63,0.19,237.88,86
463,Rodriguez Inc,Este,Residencial,8894,2024-11-01,1002.03,0.23,2045.6200000000001,31
464,Moore-Matthews,Centro,Comercial,470,2024-01-30,1791.6,0.16,75.2,10
465,Norton-Campbell,Oeste,Residencial,5273,2024-10-20,574.22,0.24,1265.52,28
466,Johnson-Orozco,Este,Residencial,8236,2024-06-12,1342.83,0.23,1894.28,29
467,Morris-Taylor,Norte,Comercial,9394,2024-03-08,306.93,0.11,1033.34,80
468,Lawrence Group,Oeste,Comercial,3509,2024-05-10,496.35,0.17,596.5300000000001,60
469,Mccoy-Moss,Norte,Residencial,5456,2024-02-16,1652.55,0.13,709.28,11
470,"Bright, Cortez and Dixon",Este,Residencial,3512,2024-03-10,1291.36,0.18,632.16,37
471,Carter LLC,Este,Comercial,786,2024-05-31,862.42,0.14,110.04,91
472,"Gomez, Davis and Nguyen",Norte,Comercial,1886,2024-08-22,212.96,0.21,396.06,91
473,Hall-Mccarty,Norte,Residencial,2750,2024-09-19,802.24,0.14,385.00000000000006,24
474,Hernandez LLC,Centro,Residencial,366,2024-01-29,1855.79,0.23,84.18,56
475,Torres-Cohen,Centro,Comercial,1497,2024-04-07,1387.63,0.17,254.49,1
476,Carson LLC,Sur,Residencial,3356,2024-07-23,1836.66,0.2,671.2,64
477,Wagner-Turner,Sur,Residencial,2164,2024-01-11,253.67,0.12,259.68,58
478,Vazquez-Anderson,Centro,Residencial,6996,2024-07-24,180.04,0.2,1399.2,62
479,Bruce-Hunter,Este,Residencial,6124,2024-07-15,1521.61,0.24,1469.76,21
480,Jenkins and Sons,Oeste,Comercial,9382,2024-02-13,1525.45,0.15,1407.3,66
481,"Rogers, Johnson and Ayers",Sur,Comercial,5640,2024-04-08,1591.31,0.14,789.6,10
482,Turner PLC,Norte,Comercial,3072,2024-08-19,1708.78,0.21,645.12,53
483,Valdez Ltd,Norte,Residencial,5966,2024-02-07,389.83,0.23,1372.18,28
484,Brown PLC,Oeste,Residencial,4899,2024-02-18,1419.07,0.23,1126.77,67
485,Cox Inc,Este,Residencial,1017,2024-04-21,1115.19,0.23,233.91,83
486,Price LLC,Este,Comercial,3730,2024-02-07,1185.8,0.25,932.5,62
487,Haley-Hodge,Norte,Comercial,9846,2024-03-28,789.29,0.2,1969.2,98
488,"Mccarty, Mayo and Barton",Oeste,Comercial,7402,2024-10-17,1012.97,0.22,1628.44,63
489,Mcintosh-Browning,Oeste,Comercial,4307,2024-10-21,1680.88,0.17,732.19,31
490,Bowman-Lynch,Oeste,Comercial,5426,2024-02-29,1984.64,0.2,1085.2,34
491,"Miller, Beard and Payne",Oeste,Comercial,6525,2024-08-15,819.55,0.18,1174.5,63
492,Jones-Clark,Centro,Comercial,2689,2024-06-15,1432.05,0.23,618.47,62
493,Wolfe Ltd,Este,Comercial,3503,2024-08-15,1238.79,0.11,385.33,36
494,Brooks Ltd,Norte,Comercial,3954,2024-09-21,1886.64,0.14,553.5600000000001,64
495,Wade-Edwards,Sur,Comercial,5215,2024-09-03,161.37,0.13,677.95,83
496,Hensley and Sons,Sur,Comercial,3425,2024-05-16,1425.08,0.16,548.0,73
497,Mcclure-Dawson,Norte,Comercial,9736,2024-05-22,611.75,0.15,1460.3999999999999,77
498,Patel-Brooks,Sur,Residencial,1361,2024-03-21,1075.12,0.15,204.15,18
499,"Clark, Ellis and Martin",Norte,Comercial,190,2024-03-01,862.84,0.23,43.7,25
500,Smith LLC,Norte,Comercial,8992,2024-07-23,513.58,0.11,989.12,23
501,"Carter, Walker and Gates",Sur,Comercial,3976,2024-03-21,382.71,0.25,994.0,5
502,"Bradley, Brown and Carr",Centro,Residencial,3078,2024-03-30,1735.84,0.16,492.48,73
503,Lawson and Sons,Sur,Residencial,5038,2024-09-28,1636.25,0.21,1057.98,41
504,Mcdowell Group,Este,Residencial,6798,2024-06-19,173.65,0.17,1155.66,95
505,Jackson Group,Norte,Comercial,5227,2024-05-07,385.96,0.24,1254.48,59
506,Jones-Clark,Este,Residencial,8791,2024-01-22,1062.95,0.14,1230.74,67
507,Walls-Hartman,Oeste,Comercial,2590,2024-08-24,1425.49,0.16,414.40000000000003,19
508,"Hale, Guzman and Nunez",Oeste,Comercial,7894,2024-06-07,100.55,0.2,1578.8000000000002,54
509,Smith Group,Norte,Comercial,6172,2024-01-11,1951.17,0.14,864.08,30
510,Arnold PLC,Sur,Comercial,4359,2024-10-02,1479.65,0.13,566.6700000000001,14
511,Scott Group,Oeste,Comercial,3107,2024-05-16,387.71,0.15,466.04999999999995,62
512,Dixon PLC,Este,Residencial,571,2024-10-06,1941.69,0.21,119.91,84
513,Anderson-Williams,Norte,Comercial,7990,2024-08-20,1989.4,0.23,1837.7,97
514,"Smith, Galvan and Silva",Este,Residencial,5797,2024-01-21,1689.44,0.1,579.7,21
515,Quinn-Johnson,Este,Comercial,9202,2024-11-02,1306.03,0.19,1748.38,91
516,"Thomas, Butler and Curtis",Este,Comercial,1673,2024-04-11,320.44,0.16,267.68,99
517,Ayers Inc,Este,Residencial,9944,2024-01-26,1737.99,0.11,1093.84,5
518,Ramsey Group,Este,Residencial,4612,2024-01-17,632.39,0.14,645.6800000000001,53
519,"Sanchez, Montgomery and Shea",Oeste,Comercial,7130,2024-07-30,178.56,0.18,1283.3999999999999,16
520,Rodgers-Craig,Este,Comercial,7273,2024-07-23,1581.75,0.22,1600.06,84
521,Martinez Group,Sur,Comercial,9338,2024-09-28,641.9,0.22,2054.36,41
522,Lara Ltd,Sur,Residencial,4965,2024-08-22,1899.82,0.16,794.4,53
523,Evans-Goodwin,Centro,Comercial,566,2024-03-20,677.46,0.17,96.22000000000001,12
524,Juarez PLC,Norte,Comercial,7494,2024-01-24,976.58,0.22,1648.68,86
525,"Sellers, Cox and Hardin",Norte,Comercial,6340,2024-01-20,596.74,0.24,1521.6,87
526,Wilson-Morales,Oeste,Residencial,5691,2024-03-06,93.8,0.15,853.65,59
527,Patton Ltd,Este,Comercial,8639,2024-05-28,442.09,0.16,1382.24,30
528,Chase-Douglas,Sur,Residencial,8080,2024-04-18,809.53,0.12,969.5999999999999,12
529,"Blackburn, Green and Lee",Oeste,Residencial,9971,2024-05-21,505.62,0.16,1595.3600000000001,76
530,"Arias, Soto and Hays",Norte,Comercial,7841,2024-08-08,1035.77,0.23,1803.43,7
531,"Olson, Bowen and Armstrong",Sur,Comercial,2698,2024-05-02,244.29,0.14,377.72,73
532,"Padilla, Alvarado and Brown",Norte,Residencial,6292,2024-06-09,1170.09,0.12,755.04,15
533,"Williams, Cooper and Clarke",Norte,Residencial,301,2024-10-19,241.07,0.21,63.21,92
534,"Atkins, Gutierrez and Smith",Este,Residencial,9293,2024-01-17,557.96,0.1,929.3000000000001,8
535,Hammond Group,Oeste,Comercial,416,2024-01-12,1743.64,0.13,54.08,80
536,Strickland LLC,Sur,Residencial,4684,2024-04-30,468.08,0.12,562.0799999999999,91
537,Joyce-Espinoza,Norte,Residencial,4472,2024-03-05,434.49,0.2,894.4000000000001,56
538,"Webb, Stuart and Burgess",Norte,Comercial,8669,2024-09-20,1767.14,0.21,1820.49,32
539,Whitaker Inc,Norte,Comercial,7621,2024-09-06,652.04,0.16,1219.3600000000001,69
540,Cunningham-Nash,Sur,Comercial,8683,2024-07-15,145.04,0.18,1562.94,53
541,"Velez, Holmes and Forbes",Norte,Residencial,6394,2024-01-09,1954.0,0.13,831.22,32
542,Lopez Inc,Centro,Comercial,7153,2024-06-21,710.46,0.2,1430.6000000000001,60
543,Gonzalez-Green,Sur,Residencial,976,2024-08-12,1384.5,0.15,146.4,28
544,"White, Tyler and Richards",Sur,Residencial,5468,2024-04-17,213.51,0.13,710.84,68
545,"Taylor, Wall and Brady",Centro,Comercial,9899,2024-11-05,1767.32,0.19,1880.81,80
546,"Thomas, Weber and Garcia",Este,Comercial,9068,2024-01-31,129.73,0.15,1360.2,15
547,May Inc,Centro,Residencial,4895,2024-02-23,423.32,0.22,1076.9,26
548,Whitaker-Armstrong,Oeste,Residencial,4388,2024-02-20,1744.36,0.23,1009.24,94
549,Scott-Frazier,Norte,Residencial,6070,2024-09-07,130.79,0.1,607.0,69
550,Spence-Turner,Este,Residencial,3423,2024-08-16,1222.88,0.22,753.0600000000001,94
551,"Walters, Meyer and Lee",Oeste,Residencial,9231,2024-09-16,1151.09,0.17,1569.2700000000002,15
552,"Snow, Davis and Branch",Este,Residencial,3663,2024-08-23,240.65,0.15,549.4499999999999,17
553,"Spence, Fitzpatrick and Wheeler",Este,Comercial,4571,2024-07-06,440.9,0.11,502.81,70
554,Ryan LLC,Sur,Comercial,7613,2024-01-01,1054.32,0.15,1141.95,99
555,"Henderson, Cook and Rodriguez",Oeste,Comercial,8593,2024-09-12,1162.72,0.16,1374.88,73
556,"Fisher, Mora and Flores",Este,Comercial,2816,2024-10-23,690.38,0.13,366.08000000000004,43
557,"Sullivan, Jarvis and Coleman",Norte,Residencial,124,2024-09-07,1739.24,0.15,18.599999999999998,94
558,"Kelly, Warren and Gonzales",Sur,Comercial,3224,2024-01-29,588.17,0.11,354.64,51
